timestamp,method,cx,cy,area,sim_enabled,action
1768253889.4353757,motion,734,545,2095.00,False,
1768253889.4794357,motion,734,545,2095.00,False,
1768253889.5239522,motion,734,545,2095.00,False,
1768253889.5710871,motion,734,545,2095.00,False,
1768253889.618054,motion,734,545,2095.00,False,
1768253889.6666322,motion,599,558,2095.00,False,
1768253889.7163336,motion,599,558,2095.00,False,
1768253889.761747,motion,599,558,2095.00,False,
1768253889.8056898,motion,599,558,2095.00,False,
1768253889.848385,motion,599,558,2095.00,False,
1768253889.8978941,motion,599,558,2095.00,False,
1768253889.946593,motion,599,558,2095.00,False,
1768253889.9896123,motion,599,558,2095.00,False,
1768253890.0360339,motion,599,558,2095.00,False,
1768253890.0852237,motion,845,761,2095.00,False,
1768253890.131078,motion,845,761,2095.00,False,
1768253890.1777315,motion,845,761,2095.00,False,
1768253890.222833,motion,845,761,2095.00,False,
1768253890.2740777,motion,845,761,2095.00,False,
1768253890.317247,motion,845,761,2095.00,False,
1768253890.363124,motion,845,761,2095.00,False,
1768253890.4054742,motion,845,761,2095.00,False,
1768253890.4527874,motion,845,761,2095.00,False,
1768253890.4978938,motion,845,761,2095.00,False,
1768253890.541998,motion,710,698,2095.00,False,
1768253890.5908318,motion,710,698,2095.00,False,
1768253890.6363764,motion,710,698,2095.00,False,
1768253890.6845605,motion,710,698,2095.00,False,
1768253890.7336843,motion,710,698,2095.00,False,
1768253890.7812886,motion,710,698,2095.00,False,
1768253890.8278654,motion,710,698,2095.00,False,
1768253890.8715544,motion,710,698,2095.00,False,
1768253890.9185693,motion,710,698,2095.00,False,
1768253890.9657738,motion,771,786,2095.00,False,
1768253891.0139983,motion,771,786,2095.00,False,
1768253891.0644991,motion,771,786,2095.00,False,
1768253891.1062546,motion,771,786,2095.00,False,
1768253891.1527271,motion,771,786,2095.00,False,
1768253891.1964717,motion,771,786,2095.00,False,
1768253891.2406342,motion,771,786,2095.00,False,
1768253891.2895534,motion,771,786,2095.00,False,
1768253891.3355632,motion,771,786,2095.00,False,
1768253891.3807244,motion,771,786,2095.00,False,
1768253891.427291,motion,612,659,2095.00,False,
1768253891.4756386,motion,612,659,2095.00,False,
1768253891.5314069,motion,612,659,2095.00,False,
1768253891.5809975,motion,612,659,2095.00,False,
1768253891.6287038,motion,612,659,2095.00,False,
1768253891.671512,motion,612,659,2095.00,False,
1768253891.7199614,motion,612,659,2095.00,False,
1768253891.7693357,motion,612,659,2095.00,False,
1768253891.8185332,motion,612,659,2095.00,False,
1768253891.8698409,motion,661,913,2095.00,False,
1768253891.9212954,motion,661,913,2095.00,False,
1768253891.968711,motion,661,913,2095.00,False,
1768253892.0160074,motion,661,913,2095.00,False,
1768253892.0619457,motion,661,913,2095.00,False,
1768253892.1067019,motion,661,913,2095.00,False,
1768253892.1529093,motion,661,913,2095.00,False,
1768253892.2014508,motion,661,913,2095.00,False,
1768253892.2499049,motion,661,913,2095.00,False,
1768253892.299947,motion,366,774,2095.00,False,
1768253892.343396,motion,366,774,2095.00,False,
1768253892.3893614,motion,366,774,2095.00,False,
1768253892.436547,motion,366,774,2095.00,False,
1768253892.483937,motion,366,774,2095.00,False,
1768253892.5370095,motion,366,774,2095.00,False,
1768253892.5841844,motion,366,774,2095.00,False,
1768253892.6350796,motion,366,774,2095.00,False,
1768253892.6781092,motion,366,774,2095.00,False,
1768253892.727552,motion,366,774,2095.00,False,
1768253892.7717974,motion,845,367,2095.00,False,
1768253892.8207014,motion,845,367,2095.00,False,
1768253892.8661733,motion,845,367,2095.00,False,
1768253892.91952,motion,845,367,2095.00,False,
1768253892.9685895,motion,845,367,2095.00,False,
1768253893.0167947,motion,845,367,2095.00,False,
1768253893.0604975,motion,845,367,2095.00,False,
1768253893.1059043,motion,845,367,2095.00,False,
1768253893.1541357,motion,845,367,2095.00,False,
1768253893.2020547,motion,697,596,2095.00,False,
1768253893.250197,motion,697,596,2095.00,False,
1768253893.2978776,motion,697,596,2095.00,False,
1768253893.3446534,motion,697,596,2095.00,False,
1768253893.3875577,motion,697,596,2095.00,False,
1768253893.437339,motion,697,596,2095.00,False,
1768253893.4836273,motion,697,596,2095.00,False,
1768253893.534417,motion,697,596,2095.00,False,
1768253893.5837052,motion,697,596,2095.00,False,
1768253893.6316063,motion,366,901,2095.00,False,
1768253893.6770875,motion,366,901,2095.00,False,
1768253893.7240958,motion,366,901,2095.00,False,
1768253893.7700388,motion,366,901,2095.00,False,
1768253893.8143685,motion,366,901,2095.00,False,
1768253893.8610137,motion,366,901,2095.00,False,
1768253893.9123538,motion,366,901,2095.00,False,
1768253893.964311,motion,366,901,2095.00,False,
1768253894.0193448,motion,366,901,2095.00,False,
1768253894.0656524,motion,771,367,2095.00,False,
1768253894.113112,motion,771,367,2095.00,False,
1768253894.1608853,motion,771,367,2095.00,False,
1768253894.2070978,motion,771,367,2095.00,False,
1768253894.2522075,motion,771,367,2095.00,False,
1768253894.2974248,motion,771,367,2095.00,False,
1768253894.3421762,motion,771,367,2095.00,False,
1768253894.3879797,motion,771,367,2095.00,False,
1768253894.4358666,motion,771,367,2095.00,False,
1768253894.484993,motion,771,367,2095.00,False,
1768253894.5341012,motion,685,710,2095.00,False,
1768253894.5794117,motion,685,710,2095.00,False,
1768253894.6257637,motion,685,710,2095.00,False,
1768253894.6711838,motion,685,710,2095.00,False,
1768253894.7184823,motion,685,710,2095.00,False,
1768253894.765558,motion,685,710,2095.00,False,
1768253894.815058,motion,685,710,2095.00,False,
1768253894.8584483,motion,685,710,2095.00,False,
1768253894.9107602,motion,685,710,2095.00,False,
1768253894.9619124,motion,464,888,2095.00,False,
1768253895.0150557,motion,464,888,2095.00,False,
1768253895.0628283,motion,464,888,2095.00,False,
1768253895.1103404,motion,464,888,2095.00,False,
1768253895.1540027,motion,464,888,2095.00,False,
1768253895.1999242,motion,464,888,2095.00,False,
1768253895.2495399,motion,464,888,2095.00,False,
1768253895.297296,motion,464,888,2095.00,False,
1768253895.3488283,motion,464,888,2095.00,False,
1768253895.4021819,motion,317,431,2095.00,False,
1768253895.4591777,motion,317,431,2095.00,False,
1768253895.5110567,motion,317,431,2095.00,False,
1768253895.5653327,motion,317,431,2095.00,False,
1768253895.6145852,motion,317,431,2095.00,False,
1768253895.6593966,motion,317,431,2095.00,False,
1768253895.7063968,motion,317,431,2095.00,False,
1768253895.7537122,motion,317,431,2095.00,False,
1768253895.8041296,motion,317,431,2095.00,False,
1768253895.8517718,motion,526,672,2095.00,False,
1768253895.8986685,motion,526,672,2095.00,False,
1768253895.9457161,motion,526,672,2095.00,False,
1768253895.987453,motion,526,672,2095.00,False,
1768253896.03425,motion,526,672,2095.00,False,
1768253896.0776353,motion,526,672,2095.00,False,
1768253896.1248214,motion,526,672,2095.00,False,
1768253896.1735446,motion,526,672,2095.00,False,
1768253896.2197983,motion,526,672,2095.00,False,
1768253896.2658942,motion,452,952,2095.00,False,
1768253896.3129559,motion,452,952,2095.00,False,
1768253896.3604417,motion,452,952,2095.00,False,
1768253896.4058652,motion,452,952,2095.00,False,
1768253896.452951,motion,452,952,2095.00,False,
1768253896.500445,motion,452,952,2095.00,False,
1768253896.5494354,motion,452,952,2095.00,False,
1768253896.5971863,motion,452,952,2095.00,False,
1768253896.6452472,motion,452,952,2095.00,False,
1768253896.689477,motion,452,952,2095.00,False,
1768253896.7361364,motion,918,710,2095.00,False,
1768253896.7836678,motion,918,710,2095.00,False,
1768253896.8306358,motion,918,710,2095.00,False,
1768253896.8784368,motion,918,710,2095.00,False,
1768253896.9249961,motion,918,710,2095.00,False,
1768253896.9715316,motion,918,710,2095.00,False,
1768253897.0185723,motion,918,710,2095.00,False,
1768253897.0666735,motion,918,710,2095.00,False,
1768253897.1143146,motion,918,710,2095.00,False,
1768253897.1615226,motion,722,863,2095.00,False,
1768253897.2057774,motion,722,863,2095.00,False,
1768253897.2585547,motion,722,863,2095.00,False,
1768253897.3115175,motion,722,863,2095.00,False,
1768253897.3523781,motion,722,863,2095.00,False,
1768253897.4012232,motion,722,863,2095.00,False,
1768253897.4496927,motion,722,863,2095.00,False,
1768253897.4952445,motion,722,863,2095.00,False,
1768253897.542862,motion,722,863,2095.00,False,
1768253897.590226,motion,550,558,2095.00,False,
1768253897.6355176,motion,550,558,2095.00,False,
1768253897.6839583,motion,550,558,2095.00,False,
1768253897.7324264,motion,550,558,2095.00,False,
1768253897.7780776,motion,550,558,2095.00,False,
1768253897.8230865,motion,550,558,2095.00,False,
1768253897.8698814,motion,550,558,2095.00,False,
1768253897.9144883,motion,550,558,2095.00,False,
1768253897.9615011,motion,550,558,2095.00,False,
1768253898.0062544,motion,550,558,2095.00,False,
1768253898.0573235,motion,857,710,2095.00,False,
1768253898.1097028,motion,857,710,2095.00,False,
1768253898.159361,motion,857,710,2095.00,False,
1768253898.212133,motion,857,710,2095.00,False,
1768253898.2645833,motion,857,710,2095.00,False,
1768253898.3208737,motion,857,710,2095.00,False,
1768253898.3728929,motion,857,710,2095.00,False,
1768253898.4239244,motion,857,710,2095.00,False,
1768253898.4750628,motion,783,532,2095.00,False,
1768253898.5325434,motion,783,532,2095.00,False,
1768253898.5870743,motion,783,532,2095.00,False,
1768253898.6398385,motion,783,532,2095.00,False,
1768253898.6960082,motion,783,532,2095.00,False,
1768253898.7494395,motion,783,532,2095.00,False,
1768253898.7985127,motion,783,532,2095.00,False,
1768253898.84413,motion,783,532,2095.00,False,
1768253898.898471,motion,783,532,2095.00,False,
1768253898.9496863,motion,342,634,2095.00,False,
1768253899.00227,motion,342,634,2095.00,False,
1768253899.0592146,motion,342,634,2095.00,False,
1768253899.1194408,motion,342,634,2095.00,False,
1768253899.169495,motion,342,634,2095.00,False,
1768253899.2153604,motion,342,634,2095.00,False,
1768253899.2638643,motion,342,634,2095.00,False,
1768253899.3155591,motion,342,634,2095.00,False,
1768253899.376545,motion,575,482,2095.00,False,
1768253899.4352376,motion,575,482,2095.00,False,
1768253899.4934292,motion,575,482,2095.00,False,
1768253899.5474179,motion,575,482,2095.00,False,
1768253899.6027124,motion,575,482,2095.00,False,
1768253899.652306,motion,575,482,2095.00,False,
1768253899.7043219,motion,575,482,2095.00,False,
1768253899.7514324,motion,575,482,2095.00,False,
1768253899.7980351,motion,391,736,2095.00,False,
1768253899.8467922,motion,391,736,2095.00,False,
1768253899.9000046,motion,391,736,2095.00,False,
1768253899.949616,motion,391,736,2095.00,False,
1768253899.9990246,motion,391,736,2095.00,False,
1768253900.047727,motion,391,736,2095.00,False,
1768253900.1019032,motion,391,736,2095.00,False,
1768253900.1536868,motion,391,736,2095.00,False,
1768253900.2013261,motion,391,736,2095.00,False,
1768253900.2485797,motion,526,329,2095.00,False,
1768253900.297742,motion,526,329,2095.00,False,
1768253900.3441849,motion,526,329,2095.00,False,
1768253900.3898518,motion,526,329,2095.00,False,
1768253900.4392467,motion,526,329,2095.00,False,
1768253900.4953542,motion,526,329,2095.00,False,
1768253900.54566,motion,526,329,2095.00,False,
1768253900.5921254,motion,526,329,2095.00,False,
1768253900.6405962,motion,526,329,2095.00,False,
1768253900.692266,motion,562,875,2095.00,False,
1768253900.7366872,motion,562,875,2095.00,False,
1768253900.7854924,motion,562,875,2095.00,False,
1768253900.8327072,motion,562,875,2095.00,False,
1768253900.8819735,motion,562,875,2095.00,False,
1768253900.9344165,motion,562,875,2095.00,False,
1768253900.9767096,motion,562,875,2095.00,False,
1768253901.0242338,motion,562,875,2095.00,False,
1768253901.0718544,motion,562,875,2095.00,False,
1768253901.1192098,motion,489,659,2095.00,False,
1768253901.1685462,motion,489,659,2095.00,False,
1768253901.2152796,motion,489,659,2095.00,False,
1768253901.2619514,motion,489,659,2095.00,False,
1768253901.307531,motion,489,659,2095.00,False,
1768253901.361095,motion,489,659,2095.00,False,
1768253901.410902,motion,489,659,2095.00,False,
1768253901.4632814,motion,489,659,2095.00,False,
1768253901.5178173,motion,489,659,2095.00,False,
1768253901.5742955,motion,894,837,2095.00,False,
1768253901.6298609,motion,894,837,2095.00,False,
1768253901.6818273,motion,894,837,2095.00,False,
1768253901.7335835,motion,894,837,2095.00,False,
1768253901.7792747,motion,894,837,2095.00,False,
1768253901.8242462,motion,894,837,2095.00,False,
1768253901.8712215,motion,894,837,2095.00,False,
1768253901.9174232,motion,894,837,2095.00,False,
1768253901.9665854,motion,894,837,2095.00,False,
1768253902.0149102,motion,489,659,2095.00,False,
1768253902.0619795,motion,489,659,2095.00,False,
1768253902.1061397,motion,489,659,2095.00,False,
1768253902.154645,motion,489,659,2095.00,False,
1768253902.2136483,motion,489,659,2095.00,False,
1768253902.266704,motion,489,659,2095.00,False,
1768253902.319934,motion,489,659,2095.00,False,
1768253902.3705704,motion,489,659,2095.00,False,
1768253902.4195518,motion,489,659,2095.00,False,
