timestamp,method,cx,cy,area,sim_enabled,action
1768266544.0312998,motion,1018,1199,1777.00,False,
1768266544.081148,motion,977,1163,1777.00,False,
1768266544.1341023,motion,939,1132,1777.00,False,
1768266544.1849666,motion,902,1100,1777.00,False,
1768266544.232561,motion,870,1072,1777.00,False,
1768266544.281584,motion,838,1044,1777.00,False,
1768266544.3359737,motion,800,1012,1777.00,False,
1768266544.3850853,motion,759,977,1777.00,False,
1768266544.429072,motion,164,1030,1789.00,False,
1768266544.4795272,motion,164,1030,1789.00,False,
1768266544.526508,motion,164,1030,1789.00,False,
1768266544.5775821,motion,164,1030,1789.00,False,
1768266544.6272323,motion,164,1030,1789.00,False,
1768266544.6879835,motion,164,1030,1789.00,False,
1768266544.7524831,motion,164,1030,1974.00,False,
1768266544.809853,motion,164,1030,2309.00,False,
1768266544.8728433,motion,164,1030,2309.00,False,
1768266544.9283497,motion,165,1030,2329.00,False,
1768266544.9847653,motion,165,1030,2329.00,False,
1768266545.0428011,motion,165,1030,2329.00,False,
1768266545.0980544,motion,169,1030,2207.00,False,
1768266545.158763,motion,169,1030,2207.00,False,
1768266545.2112613,motion,169,1030,2207.00,False,
1768266545.2670999,motion,169,1030,2207.00,False,
1768266545.3211818,motion,169,1030,2207.00,False,
1768266545.3782656,motion,169,1030,2207.00,False,
1768266545.434769,motion,169,1030,2207.00,False,
1768266545.4951124,motion,169,1030,2207.00,False,
1768266545.549486,motion,169,1030,2207.00,False,
1768266545.6041808,motion,169,1030,2207.00,False,
1768266545.6596084,motion,331,754,1777.00,False,
1768266545.7127283,motion,733,409,1777.00,False,
1768266545.7735126,motion,1054,134,1777.00,False,
1768266545.8330944,motion,933,306,1777.00,False,
1768266545.8918126,motion,532,651,1777.00,False,
1768266545.949435,motion,130,995,1777.00,False,
1768266546.0000262,motion,251,1167,1777.00,False,
1768266546.0598173,motion,572,892,1777.00,False,
1768266546.124928,motion,974,547,1777.00,False,
1768266546.192854,motion,1054,203,1777.00,False,
1768266546.2551095,motion,572,272,1777.00,False,
1768266546.325511,motion,170,616,1777.00,False,
1768266546.3853962,motion,331,1030,1777.00,False,
1768266546.443656,motion,733,1098,1777.00,False,
1768266546.5232337,motion,1174,651,1777.00,False,
1768266546.6171095,motion,692,237,1777.00,False,
1768266546.6948147,motion,170,272,1777.00,False,
1768266546.763525,motion,331,685,1777.00,False,
1768266546.829231,motion,813,1099,1777.00,False,
1768266546.8922472,motion,1174,995,1777.00,False,
1768266546.9563093,motion,1047,1101,2031.50,False,
1768266547.0127513,motion,599,622,1489114.00,False,
1768266547.070152,motion,165,1030,2306.00,False,
1768266547.1261053,motion,1132,1103,2219.50,False,
1768266547.18507,motion,169,1030,2158.00,False,
1768266547.245111,motion,169,1030,2144.00,False,
1768266547.3081043,motion,169,1030,2144.00,False,
1768266547.368337,motion,169,1030,2144.00,False,
1768266547.4296973,motion,169,1030,2144.00,False,
1768266547.4868171,motion,169,1030,2144.00,False,
1768266547.5488865,motion,169,1030,2144.00,False,
1768266547.6096838,motion,169,1030,2144.00,False,
1768266547.6674104,motion,169,1030,2144.00,False,
1768266547.7208261,motion,169,1030,2144.00,False,
1768266547.7738204,motion,169,1030,2144.00,False,
1768266547.8311524,motion,169,1030,2144.00,False,
1768266547.8869138,motion,169,1030,2144.00,False,
1768266547.9467213,motion,169,1030,2144.00,False,
1768266548.0047064,motion,168,1030,2109.00,False,
1768266548.0602353,motion,254,766,1777.00,False,
1768266548.113923,motion,254,766,1777.00,False,
1768266548.1663175,motion,254,766,1777.00,False,
1768266548.2175217,motion,50,720,1777.00,False,
1768266548.2738242,motion,50,720,1719.00,False,
1768266548.3247995,color,,,0.00,False,
1768266548.3789797,color,,,0.00,False,
1768266548.4373326,color,,,0.00,False,
1768266548.495015,color,,,0.00,False,
1768266548.553591,color,,,0.00,False,
1768266548.6168613,color,,,0.00,False,
1768266548.6788116,color,,,0.00,False,
1768266548.7318826,color,,,0.00,False,
1768266548.7903512,color,,,0.00,False,
1768266548.8506122,color,,,0.00,False,
1768266548.9127119,color,,,0.00,False,
1768266548.9720943,color,,,0.00,False,
1768266549.0301206,color,,,0.00,False,
1768266549.0895665,color,,,0.00,False,
1768266549.1473043,color,,,0.00,False,
1768266549.2046826,color,,,0.00,False,
1768266549.262036,color,,,0.00,False,
1768266549.312271,color,,,0.00,False,
1768266549.3702073,color,,,0.00,False,
1768266549.4296408,color,,,0.00,False,
1768266549.4926057,color,,,0.00,False,
1768266549.5525212,color,,,0.00,False,
1768266549.6100643,color,,,0.00,False,
1768266549.6709328,color,,,0.00,False,
1768266549.7241282,color,,,0.00,False,
1768266549.7829144,color,,,0.00,False,
1768266549.8383138,color,,,0.00,False,
1768266549.898481,color,,,0.00,False,
1768266549.954636,color,,,0.00,False,
1768266550.010051,color,,,0.00,False,
1768266550.0660248,color,,,0.00,False,
1768266550.1205127,color,,,0.00,False,
1768266550.1763725,motion,1132,1102,2280.00,False,
1768266550.2319973,motion,599,622,1489114.00,False,
1768266550.2865167,motion,1047,1101,2296.50,False,
1768266550.348547,motion,50,720,1777.00,False,
1768266550.446213,motion,693,99,1777.00,False,
1768266550.534385,motion,1174,444,1777.00,False,
1768266550.6059105,motion,612,926,1777.00,False,
1768266550.6840427,motion,130,1133,1777.00,False,
1768266550.7487981,motion,371,719,1777.00,False,
1768266550.819396,motion,813,340,1777.00,False,
1768266550.8891876,motion,1134,134,1777.00,False,
1768266550.9626331,motion,652,547,1777.00,False,
1768266551.0350904,motion,211,926,1777.00,False,
1768266551.0957913,motion,331,1098,1777.00,False,
1768266551.1578062,motion,733,754,1777.00,False,
1768266551.2225587,motion,1174,375,1777.00,False,
1768266551.2815058,motion,813,65,1777.00,False,
1768266551.3385959,motion,411,409,1777.00,False,
1768266551.3964298,motion,90,685,1777.00,False,
1768266551.4594038,motion,371,1064,1777.00,False,
1768266551.515184,motion,773,1064,1777.00,False,
1768266551.5714002,motion,1174,719,1777.00,False,
1768266551.6274958,motion,893,409,1777.00,False,
1768266551.6882896,motion,492,65,1777.00,False,
1768266551.74714,motion,90,341,1777.00,False,
1768266551.8013608,motion,331,685,1777.00,False,
1768266551.8551164,motion,692,995,1777.00,False,
1768266551.908266,motion,1054,1167,1777.00,False,
1768266551.9650424,motion,1054,891,1777.00,False,
1768266552.0226033,motion,652,547,1777.00,False,
1768266552.0774546,motion,251,203,1777.00,False,
1768266552.1325834,motion,130,168,1777.00,False,
1768266552.1836975,motion,492,478,1777.00,False,
1768266552.2374485,motion,853,788,1777.00,False,
1768266552.2926667,color,,,0.00,False,
1768266552.348914,motion,813,1029,1777.00,False,
1768266552.403219,motion,451,719,1777.00,False,
1768266552.460695,motion,50,375,1777.00,False,
1768266552.5120006,motion,331,65,1777.00,False,
1768266552.5706453,motion,693,306,1777.00,False,
1768266552.6348279,motion,1094,651,1777.00,False,
1768266552.6958902,motion,893,1029,1777.00,False,
1768266552.7617292,motion,492,1098,1777.00,False,
1768266552.8306046,motion,50,719,1777.00,False,
1768266552.894992,motion,452,305,1777.00,False,
1768266552.9570777,motion,853,99,1777.00,False,
1768266553.0146198,motion,1134,478,1777.00,False,
1768266553.0716095,motion,733,822,1777.00,False,
1768266553.1261098,motion,371,1132,1777.00,False,
1768266553.1846838,motion,16,1029,1316.00,False,
1768266553.2463212,motion,412,684,1777.00,False,
1768266553.3048606,motion,773,374,1777.00,False,
1768266553.3612716,color,,,0.00,False,
1768266553.4220395,motion,853,374,1777.00,False,
1768266553.480306,motion,451,719,1777.00,False,
1768266553.5474715,motion,50,1063,1768.00,False,
1768266553.6101322,motion,412,1029,1777.00,False,
1768266553.6766536,motion,853,650,1777.00,False,
1768266553.734462,motion,1134,271,1777.00,False,
1768266553.790233,motion,773,99,1777.00,False,
1768266553.844672,motion,452,374,1777.00,False,
1768266553.9062908,motion,90,684,1777.00,False,
1768266553.9651246,motion,291,994,1777.00,False,
1768266554.0212371,motion,612,1201,1777.00,False,
1768266554.0793717,motion,1014,856,1777.00,False,
1768266554.1396272,motion,1014,512,1777.00,False,
1768266554.1974328,motion,612,167,1777.00,False,
1768266554.2553375,motion,211,236,1777.00,False,
1768266554.3080306,motion,171,546,1777.00,False,
1768266554.367709,motion,572,891,1777.00,False,
1768266554.4177132,motion,934,1201,1777.00,False,
1768266554.4712608,motion,1134,959,1777.00,False,
1768266554.5237284,motion,773,649,1777.00,False,
1768266554.585879,motion,452,374,1777.00,False,
1768266554.6439753,motion,90,64,1777.00,False,
1768266554.707345,motion,251,271,1777.00,False,
1768266554.7599988,motion,613,581,1777.00,False,
1768266554.8102121,motion,934,856,1777.00,False,
1768266554.868188,motion,1174,1132,1777.00,False,
1768266554.927062,motion,773,994,1777.00,False,
1768266554.9877896,motion,412,684,1777.00,False,
1768266555.0440304,motion,50,374,1777.00,False,
1768266555.1019666,motion,291,98,1777.00,False,
1768266555.1537275,motion,653,271,1777.00,False,
